Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Reporting starts,Reporting ends
MH* 07.00 | TH | Southwark (IG Story),04.07 | Peckham Rye,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,35-44,female,not_delivering,ad,10,11,1.1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.09 | Highgate,Hyperlocal IG Story Design 1 |  Electrician,45-54,male,not_delivering,ad,15,18,1.2,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,8,9,1.125,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.06 | Kings Cross,Hyperlocal IG Story Design 2 |  Heating Engineer,45-54,male,not_delivering,ad,9,14,1.55555556,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.11 | Elephant and Castle,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,22,22,1,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 00.00 | TH | Followers Campaign (Cold Audience London),TH_ABO_Prospecting_Cold Audience_London_Interest Based_Ad Set 2,TH_ABO_Prospecting_Cold Audience_London_Ad1_Single Image,45-54,unknown,not_delivering,ad,16,30,1.875,7-day click or 1-day view,,,0.11,,2024-02-09,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,55-64,unknown,inactive,ad,0,13,0,7-day click or 1-day view,,,0.11,,2024-05-09,2025-04-30,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.03 | Rotherhithe,Hyperlocal Grid Posts Design 3 |  Plumber,18-24,unknown,not_delivering,ad,5,19,3.8,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 08.00 | TH | Southwark (Reel),04.01 | Borough,Hyperlocal IG Story Design 1 |  Electrician,55-64,female,not_delivering,ad,6,6,1,7-day click or 1-day view,,,0.11,,2024-04-08,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.12 | Holloway,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,22,28,1.27272727,7-day click or 1-day view,,,0.11,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.12 | Holloway,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,unknown,not_delivering,ad,6,10,1.66666667,7-day click or 1-day view,,,0.11,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,55-64,male,inactive,ad,10,19,1.9,7-day click or 1-day view,actions:visit_instagram_profile,1,0.10,0.10,2024-05-08,2024-12-30,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.03 | Rotherhithe,Hyperlocal IG Story Design 1 |  Electrician,35-44,female,not_delivering,ad,10,12,1.2,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.02 | Bermondsey,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,unknown,not_delivering,ad,8,9,1.125,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,GEN|IFD-STOR-RL|IMG|greentextonly,18-24,male,inactive,ad,12,14,1.16666667,7-day click or 1-day view,,,0.10,,2025-03-02,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.04 | Walworth,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.04 | Walworth,Hyperlocal IG Story Design 1 |  Electrician,35-44,female,not_delivering,ad,6,6,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.06 | Kings Cross,Hyperlocal IG Story Design 1 |  Electrician,35-44,male,not_delivering,ad,8,8,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.05 | Peckham,Hyperlocal IG Story Design 1 |  Electrician,25-34,male,not_delivering,ad,1,19,19,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 3 |  Plumber,25-34,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.05 | Barnsbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,unknown,not_delivering,ad,4,5,1.25,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.07 | Peckham Rye,Hyperlocal IG Story Design 3 |  Plumber,55-64,female,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.09 | Dulwich,Hyperlocal IG Story Design 1 |  Electrician,35-44,male,not_delivering,ad,11,13,1.18181818,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.06 | Camberwell,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,8,9,1.125,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.01 | Borough,Hyperlocal Grid Posts Design 3 |  Plumber,55-64,female,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,male,not_delivering,ad,18,21,1.16666667,7-day click or 1-day view,,,0.10,,2024-11-07,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.06 | Camberwell,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,AWARE|IFD-STOR-RL|IMG|PrideMonth,35-44,male,inactive,ad,11,12,1.09090909,7-day click or 1-day view,,,0.10,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,18-24,unknown,not_delivering,ad,16,19,1.1875,7-day click or 1-day view,,,0.10,,2024-03-19,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.02 | Bermondsey,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,9,9,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.09 | Highgate,Hyperlocal IG Story Design 2 |  Heating Engineer,18-24,female,not_delivering,ad,15,17,1.13333333,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.12 | London Bridge,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.12 | Holloway,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,unknown,not_delivering,ad,7,10,1.42857143,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.12 | Holloway,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,unknown,not_delivering,ad,5,7,1.4,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,male,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.10,,2024-11-07,2024-12-22,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.06 | Kings Cross,Hyperlocal IG Story Design 1 |  Electrician,35-44,female,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1 – Copy,18-24,female,not_delivering,ad,30,31,1.03333333,7-day click or 1-day view,actions:visit_instagram_profile,2,0.10,0.05,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|Christmas,45-54,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.10,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,8,12,1.5,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.02 | Highbury,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,GEN|IFD-STOR-RL|IMG|review_tap_plummer – Copy,18-24,female,not_delivering,ad,27,31,1.14814815,7-day click or 1-day view,,,0.10,,2024-05-08,2024-12-30,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,12,13,1.08333333,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,35-44,unknown,not_delivering,ad,6,7,1.16666667,7-day click or 1-day view,,,0.10,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.02 | Highbury,Hyperlocal Reel  |  Tradeswomen,25-34,unknown,not_delivering,ad,6,12,2,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.08 | Nunhead,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,unknown,not_delivering,ad,6,7,1.16666667,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.08 | Nunhead,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,4,8,2,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (IG Story),04.11 | Elephant and Castle,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.04 | Clerkenwell,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,male,not_delivering,ad,10,13,1.3,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,35-44,female,inactive,ad,12,13,1.08333333,7-day click or 1-day view,,,0.10,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 3,18-24,male,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.10,,2023-11-23,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.12 | London Bridge,Hyperlocal Grid Posts Design 1 |  Electrician,18-24,unknown,not_delivering,ad,12,17,1.41666667,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|Christmas,35-44,male,not_delivering,ad,7,8,1.14285714,7-day click or 1-day view,,,0.10,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.06 | Kings Cross,Hyperlocal IG Story Design 3 |  Plumber,45-54,male,not_delivering,ad,12,15,1.25,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,35-44,female,inactive,ad,11,13,1.18181818,7-day click or 1-day view,,,0.10,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,25-34,unknown,not_delivering,ad,8,8,1,7-day click or 1-day view,,,0.10,,2024-05-09,2024-10-31,2024-04-01,2025-04-08
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,18-24,female,inactive,ad,17,19,1.11764706,7-day click or 1-day view,,,0.10,,2025-03-02,Ongoing,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative video 1,25-34,female,not_delivering,ad,11,11,1,7-day click or 1-day view,,,0.10,,2024-03-19,Ongoing,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.03 | Canonbury,Hyperlocal Reel  |  Tradeswomen,45-54,unknown,not_delivering,ad,2,3,1.5,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,14,14,1,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.09 | Dulwich,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,7,11,1.57142857,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.07 | Shoreditch,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,11,15,1.36363636,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.05 | Barnsbury,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,unknown,not_delivering,ad,3,6,2,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|cta_purple_bulb,25-34,male,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.10,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,18-24,male,not_delivering,ad,12,15,1.25,7-day click or 1-day view,,,0.10,,2023-11-23,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.10,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,8,12,1.5,7-day click or 1-day view,,,0.10,,2024-04-05,Ongoing,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 1,18-24,male,not_delivering,ad,14,17,1.21428571,7-day click or 1-day view,,,0.10,,2024-03-19,Ongoing,2024-04-01,2025-04-08
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 1,18-24,unknown,not_delivering,ad,14,18,1.28571429,7-day click or 1-day view,,,0.10,,2024-03-19,Ongoing,2024-04-01,2025-04-08
MH* 08.00 | TH | Southwark (Reel),04.01 | Borough,Hyperlocal IG Story Design 1 |  Electrician,25-34,unknown,not_delivering,ad,6,6,1,7-day click or 1-day view,,,0.10,,2024-04-08,Ongoing,2024-04-01,2025-04-08
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3 – Copy,55-64,male,not_delivering,ad,6,9,1.5,7-day click or 1-day view,actions:visit_instagram_profile,1,0.10,0.10,2024-05-08,2024-12-30,2024-04-01,2025-04-08
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,45-54,female,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.10,,2024-05-09,2024-06-16,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,18-24,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,18-24,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.04 | Clerkenwell,Hyperlocal IG Story Design 2 |  Heating Engineer,35-44,male,not_delivering,ad,11,13,1.18181818,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.07 | Peckham Rye,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,35-44,male,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.07 | Peckham Rye,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,unknown,not_delivering,ad,4,8,2,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-GAS|IFD-STOR-RL|IMG|Christmas,18-24,unknown,not_delivering,ad,3,5,1.66666667,7-day click or 1-day view,,,0.09,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,18-24,unknown,not_delivering,ad,11,13,1.18181818,7-day click or 1-day view,,,0.09,,2023-04-13,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,35-44,male,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|green_bulb,55-64,unknown,not_delivering,ad,9,10,1.11111111,7-day click or 1-day view,,,0.09,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.04 | Clerkenwell,Hyperlocal Grid Posts Design 1 |  Electrician,18-24,unknown,not_delivering,ad,3,8,2.66666667,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,2024-04-01,2025-04-08
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|green_bulb,18-24,unknown,not_delivering,ad,16,19,1.1875,7-day click or 1-day view,,,0.09,,2024-05-09,2024-12-22,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,unknown,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.07 | Peckham Rye,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,unknown,not_delivering,ad,8,12,1.5,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,55-64,female,not_delivering,ad,9,12,1.33333333,7-day click or 1-day view,,,0.09,,2024-11-07,2024-12-22,2024-04-01,2025-04-08
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,18-24,unknown,inactive,ad,17,18,1.05882353,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 3 |  Plumber,18-24,female,not_delivering,ad,10,12,1.2,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.07 | Shoreditch,Hyperlocal Reel  |  Tradeswomen,35-44,unknown,not_delivering,ad,3,5,1.66666667,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 1 |  Electrician,45-54,male,not_delivering,ad,7,9,1.28571429,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 2 |  Heating Engineer,45-54,female,not_delivering,ad,10,11,1.1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 06.00 | TH | Islington (Reel),04.11 | Finsbury,Hyperlocal Reel  |  Tradeswomen,45-54,unknown,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,unknown,not_delivering,ad,13,15,1.15384615,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,7,26,3.71428571,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.03 | Rotherhithe,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
MH* 07.00 | TH | Southwark (Feed),04.03 | Rotherhithe,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,4,6,1.5,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,2024-04-01,2025-04-08
