Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Reporting starts,Reporting ends
MH* 07.00 | TH | Southwark (IG Story),04.02 | Bermondsey,Hyperlocal IG Story Design 3 |  Plumber,45-54,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.03,,2024-04-05,Ongoing,,,7.47989276,0,2024-04-01,2025-04-20
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,18-24,female,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.03,,2024-05-09,2024-06-16,,,5.94059406,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,18-24,unknown,inactive,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,20.02590674,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.02 | Highbury,Hyperlocal Reel  |  Tradeswomen,55-64,male,not_delivering,ad,1,2,2,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,18-24,unknown,inactive,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,10,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,25-34,female,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,6.66666667,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,35-44,male,inactive,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,10,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,18-24,female,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,5,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,55-64,female,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,20,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.11 | Elephant and Castle,Hyperlocal IG Story Design 1 |  Electrician,45-54,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-08,Ongoing,,,20,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|review_tap_plummer,18-24,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,5,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,GEN|IFD-STOR-RL|VID|reviews,18-24,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,6.66666667,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,GEN|IFD-STOR-RL|IMG|review_tap_plummer – Copy,18-24,unknown,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,5,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,GEN|IFD-STOR-RL|IMG|review_tap_plummer – Copy,25-34,female,not_delivering,ad,7,8,1.14285714,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,2.5,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,65+,female,inactive,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,10,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.10 | Dulwich Village,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,female,not_delivering,ad,2,3,1.5,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.11 | Elephant and Castle,Hyperlocal IG Story Design 1 |  Electrician,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-08,Ongoing,,,20,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,45-54,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,6.66666667,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.04 | Clerkenwell,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,65+,female,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-04,Ongoing,,,20,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,45-54,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,10,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1 – Copy,35-44,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,10,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1 – Copy,45-54,female,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,6.66666667,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,6.66666667,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,35-44,male,not_delivering,ad,4,5,1.25,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,4,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,35-44,female,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,6.66666667,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.07 | Peckham Rye,Hyperlocal IG Story Design 3 |  Plumber,45-54,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,5,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,GEN|IFD-STOR-RL|VID|TradePlaces,35-44,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,20,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,unknown,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,10,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|LAL|WebVisitors&CRM|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,18-24,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,5,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.12 | London Bridge,Hyperlocal IG Story Design 1 |  Electrician,18-24,unknown,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-04-08,Ongoing,,,5,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.12 | London Bridge,Hyperlocal IG Story Design 1 |  Electrician,35-44,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-04-08,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.05 | Barnsbury,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-04-04,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.12 | Holloway,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,55-64,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-04-04,Ongoing,,,10,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1 – Copy,18-24,male,not_delivering,ad,3,5,1.66666667,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,4,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.06 | Kings Cross,Hyperlocal IG Story Design 2 |  Heating Engineer,25-34,unknown,not_delivering,ad,2,4,2,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,5,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,18-24,female,inactive,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,10,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,25-34,female,inactive,ad,4,5,1.25,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,4,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,UGC|IFD-STOR-RL|VID|Clip4 – Copy,25-34,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,10,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.05 | Barnsbury,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,unknown,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-04-04,Ongoing,,,5,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,18-24,male,not_delivering,ad,4,5,1.25,7-day click or 1-day view,,,0.02,,2024-05-09,2024-10-31,,,4,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,35-44,male,inactive,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,20,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.06 | Camberwell,Hyperlocal IG Story Design 3 |  Plumber,45-54,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,5,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.12 | Holloway,Hyperlocal Reel  |  Tradeswomen,45-54,unknown,not_delivering,ad,4,6,1.5,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,3.33333333,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.05 | Barnsbury,Hyperlocal Grid Posts Design 1 |  Electrician,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-04,Ongoing,,,20,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.09 | Dulwich,Hyperlocal IG Story Design 1 |  Electrician,45-54,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.06 | Camberwell,Hyperlocal IG Story Design 1 |  Electrician,18-24,unknown,not_delivering,ad,3,6,2,7-day click or 1-day view,,,0.02,,2024-04-08,Ongoing,,,3.33333333,16.66666667,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|Christmas,45-54,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,10,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-ELEC|IFD-STOR-RL|IMG|Christmas,18-24,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,6.66666667,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.09 | Dulwich,Hyperlocal IG Story Design 1 |  Electrician,45-54,unknown,not_delivering,ad,2,4,2,7-day click or 1-day view,,,0.02,,2024-04-08,Ongoing,,,5,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.12 | Holloway,Hyperlocal Reel  |  Tradeswomen,35-44,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,20,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,20,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.10 | Dulwich Village,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,35-44,unknown,not_delivering,ad,1,2,2,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,18-24,unknown,not_delivering,ad,1,3,3,7-day click or 1-day view,actions:visit_instagram_profile,1,0.02,0.02,2024-05-08,2024-12-30,1,0.02,6.66666667,33.33333333,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,18-24,female,inactive,ad,7,7,1,7-day click or 1-day view,,,0.02,,2024-07-01,2024-12-22,,,2.85714286,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.05 | Barnsbury,Hyperlocal Reel  |  Tradeswomen,18-24,unknown,not_delivering,ad,3,6,2,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,3.33333333,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.05 | Barnsbury,Hyperlocal Reel  |  Tradeswomen,55-64,female,not_delivering,ad,2,3,1.5,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-04-04,Ongoing,,,5,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1 – Copy,25-34,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,6.66666667,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.09 | Highgate,Hyperlocal IG Story Design 3 |  Plumber,25-34,unknown,not_delivering,ad,4,4,1,7-day click or 1-day view,quoteReceived,1,0.02,0.02,2024-04-05,Ongoing,,,5,25,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,18-24,female,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.01 | Borough,Hyperlocal IG Story Design 1 |  Electrician,45-54,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,20,0,2024-04-01,2025-04-20
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|VID|introvideo,55-64,female,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-05-09,2024-06-16,,,20,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.02 | Highbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,unknown,not_delivering,ad,1,2,2,7-day click or 1-day view,,,0.02,,2024-04-04,Ongoing,,,10,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|VID|reviews – Copy,35-44,female,not_delivering,ad,1,2,2,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,10,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 1 |  Electrician,35-44,unknown,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 4,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-03-19,Ongoing,,,20,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 1 |  Electrician,55-64,male,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,20,0,2024-04-01,2025-04-20
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|green_cta,35-44,female,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.02,,2024-05-09,2024-06-16,,,4,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.01 | Angel,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-04-04,Ongoing,,,10,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.01 | Borough,Hyperlocal IG Story Design 1 |  Electrician,55-64,female,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,20,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.06 | Kings Cross,Hyperlocal Reel  |  Tradeswomen,55-64,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,20,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.07 | Peckham Rye,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,35-44,unknown,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative video 1,35-44,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-03-19,Ongoing,,,10,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly – Copy,35-44,female,not_delivering,ad,2,5,2.5,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,4,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.01 | Borough,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 3 |  Plumber,18-24,unknown,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,20,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 1 |  Electrician,35-44,unknown,not_delivering,ad,2,5,2.5,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,4,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-ELEC|IFD-STOR-RL|IMG|green_cta_bulb,65+,male,inactive,ad,3,4,1.33333333,7-day click or 1-day view,,,0.02,,2024-05-09,2024-10-31,,,5,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 3 |  Plumber,18-24,male,not_delivering,ad,4,5,1.25,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,4,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.01 | Borough,Hyperlocal IG Story Design 3 |  Plumber,25-34,male,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,5,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-ELEC|IFD-STOR-RL|IMG|green_cta_bulb,45-54,male,inactive,ad,4,5,1.25,7-day click or 1-day view,,,0.02,,2024-05-09,2024-10-31,,,4,0,2024-04-01,2025-04-20
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,TH_ABO_retargeting_warm Audience_Conversion-based Objective_Ad 3,55-64,male,not_delivering,ad,2,3,1.5,7-day click or 1-day view,,,0.02,,2023-04-13,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|review_tap_plummer,55-64,male,inactive,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,6.66666667,0,2024-04-01,2025-04-20
LDN|15.08|MID|PRS|QUOTE|ALL - Cold,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,65+,female,not_delivering,ad,1,1,1,7-day click or 1-day view,,,0.02,,2024-05-09,2024-06-16,,,20,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.01 | Borough,Hyperlocal IG Story Design 3 |  Plumber,18-24,male,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.03 | Rotherhithe,Hyperlocal IG Story Design 3 |  Plumber,18-24,unknown,not_delivering,ad,2,3,1.5,7-day click or 1-day view,,,0.02,,2024-04-05,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Interest|VariousTrades|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly – Copy,18-24,female,not_delivering,ad,7,7,1,7-day click or 1-day view,,,0.02,,2024-05-08,2024-12-30,,,2.85714286,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,65+,female,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,10,0,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,45-54,female,not_delivering,ad,6,6,1,7-day click or 1-day view,,,0.02,,2024-11-07,2024-12-22,,,3.33333333,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.08 | Nunhead,Hyperlocal IG Story Design 1 |  Electrician,18-24,unknown,not_delivering,ad,3,5,1.66666667,7-day click or 1-day view,,,0.02,,2024-04-08,Ongoing,,,4,0,2024-04-01,2025-04-20
