Campaign name,Ad set name,Ad name,Age,Gender,Delivery status,Delivery level,Reach,Impressions,Frequency,Attribution setting,Result Type,Results,Amount spent (GBP),Cost per result,Starts,Ends,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Reporting starts,Reporting ends
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,7,26,3.71428571,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,3.46153846,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.03 | Rotherhithe,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,4,6,1.5,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,15,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 1 |  Electrician,18-24,female,not_delivering,ad,15,16,1.06666667,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,5.625,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.02 | Bermondsey,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,male,not_delivering,ad,7,10,1.42857143,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,9,0,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,ELEC|IFD-STOR-RL|IMG|purple_cta_bulb,45-54,male,not_delivering,ad,6,10,1.66666667,7-day click or 1-day view,,,0.09,,2025-03-02,Ongoing,,,9,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.07 | Peckham Rye,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,35-44,male,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,18,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.03 | Rotherhithe,Hyperlocal IG Story Design 3 |  Plumber,25-34,unknown,not_delivering,ad,3,12,4,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,7.5,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.02 | Highbury,Hyperlocal IG Story Design 2 |  Heating Engineer,18-24,female,not_delivering,ad,9,10,1.11111111,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,9,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.02 | Bermondsey,Hyperlocal Grid Posts Design 3 |  Plumber,55-64,female,not_delivering,ad,5,6,1.2,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,15,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.01 | Angel,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,10,16,1.6,7-day click or 1-day view,quoteReceived,1,0.09,0.09,2024-04-04,Ongoing,1,0.09,5.625,12.5,2024-04-01,2025-04-20
LDN|01.11|MID|TFK|CLICKS|ALL - WEBV,LDN|ALL|18-55|BROAD|IG|ALL,UGC|IFD-STOR-RL|VID|Clip1,55-64,female,not_delivering,ad,9,12,1.33333333,7-day click or 1-day view,,,0.09,,2024-11-07,2024-12-22,,,7.5,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.07 | Peckham Rye,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,unknown,not_delivering,ad,4,8,2,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,11.25,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.07 | Peckham Rye,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,unknown,not_delivering,ad,8,12,1.5,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,7.5,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.09 | Dulwich,Hyperlocal IG Story Design 3 |  Plumber,45-54,female,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,18,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.08 | Nunhead,Hyperlocal IG Story Design 1 |  Electrician,35-44,female,not_delivering,ad,10,11,1.1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,8.18181818,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 2 |  Heating Engineer,45-54,female,not_delivering,ad,10,11,1.1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,8.18181818,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.04 | Clerkenwell,Hyperlocal IG Story Design 2 |  Heating Engineer,35-44,male,not_delivering,ad,11,13,1.18181818,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,6.92307692,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.07 | Shoreditch,Hyperlocal Grid Posts Design 3 |  Plumber,18-24,unknown,not_delivering,ad,7,10,1.42857143,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,9,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,35-44,male,not_delivering,ad,10,10,1,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,9,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-GAS|IFD-STOR-RL|IMG|beige_gas,25-34,male,inactive,ad,14,18,1.28571429,7-day click or 1-day view,,,0.09,,2024-05-09,2024-10-31,,,5,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.07 | Shoreditch,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,unknown,not_delivering,ad,8,8,1,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,11.25,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,PLUM|IFD-STOR-RL|IMG|review_tap_plummer,45-54,male,inactive,ad,3,3,1,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,,,30,0,2024-04-01,2025-04-20
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 2,35-44,male,not_delivering,ad,13,13,1,7-day click or 1-day view,,,0.09,,2023-04-13,Ongoing,,,6.92307692,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.04 | Walworth,Hyperlocal Grid Posts Design 3 |  Plumber,25-34,unknown,not_delivering,ad,13,15,1.15384615,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,6,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.10 | Dulwich Village,Hyperlocal IG Story Design 1 |  Electrician,55-64,female,not_delivering,ad,6,8,1.33333333,7-day click or 1-day view,,,0.09,,2024-04-08,Ongoing,,,11.25,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.02 | Highbury,Hyperlocal IG Story Design 1 |  Electrician,55-64,female,not_delivering,ad,3,6,2,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,15,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.10 | Dulwich Village,Hyperlocal IG Story Design 3 |  Plumber,25-34,male,not_delivering,ad,9,9,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 3 |  Plumber,18-24,female,not_delivering,ad,10,12,1.2,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,1,0.09,7.5,8.33333333,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|green_bulb,55-64,unknown,not_delivering,ad,9,10,1.11111111,7-day click or 1-day view,,,0.09,,2024-05-09,2024-12-22,,,9,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-ELEC|IFD-STOR-RL|IMG|green_bulb,18-24,unknown,not_delivering,ad,16,19,1.1875,7-day click or 1-day view,,,0.09,,2024-05-09,2024-12-22,,,4.73684211,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,35-44,male,inactive,ad,18,22,1.22222222,7-day click or 1-day view,,,0.09,,2024-05-08,2024-12-30,,,4.09090909,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.11 | Finsbury,Hyperlocal Reel  |  Tradeswomen,45-54,unknown,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,18,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.06 | Camberwell,Hyperlocal IG Story Design 1 |  Electrician,55-64,female,not_delivering,ad,1,3,3,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,30,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 3 |  Plumber,25-34,unknown,not_delivering,ad,13,17,1.30769231,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,5.29411765,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.02 | Bermondsey,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,10,12,1.2,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,7.5,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 2 |  Heating Engineer,25-34,male,not_delivering,ad,11,11,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,8.18181818,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.09 | Dulwich,Hyperlocal IG Story Design 1 |  Electrician,18-24,female,not_delivering,ad,8,13,1.625,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,6.92307692,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.03 | Rotherhithe,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,7.5,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.09 | Dulwich,Hyperlocal IG Story Design 1 |  Electrician,45-54,male,not_delivering,ad,8,9,1.125,7-day click or 1-day view,,,0.09,,2024-04-08,Ongoing,,,10,0,2024-04-01,2025-04-20
02.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [Old version of conv type],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,18-24,unknown,not_delivering,ad,11,13,1.18181818,7-day click or 1-day view,,,0.09,,2023-04-13,Ongoing,,,6.92307692,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.07 | Shoreditch,Hyperlocal Reel  |  Tradeswomen,35-44,unknown,not_delivering,ad,3,5,1.66666667,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,18,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.06 | Camberwell,Hyperlocal IG Story Design 1 |  Electrician,35-44,unknown,not_delivering,ad,3,3,1,7-day click or 1-day view,,,0.09,,2024-04-08,Ongoing,,,30,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.11 | Elephant and Castle,Hyperlocal Grid Posts Design 1 |  Electrician,35-44,unknown,not_delivering,ad,6,8,1.33333333,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,11.25,12.5,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|jobdone_sink_purple_cta,55-64,male,inactive,ad,4,5,1.25,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,,,18,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.01 | Borough,Hyperlocal IG Story Design 1 |  Electrician,25-34,unknown,not_delivering,ad,17,20,1.17647059,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,4.5,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.02 | Highbury,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,unknown,not_delivering,ad,7,12,1.71428571,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,7.5,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|beige_cta_spanner,25-34,female,inactive,ad,9,9,1,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,,,10,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.09 | Highgate,Hyperlocal Grid Posts Design 3 |  Plumber,45-54,unknown,not_delivering,ad,5,5,1,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,18,20,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,18-24,male,inactive,ad,12,13,1.08333333,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,,,6.92307692,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.10 | Dulwich Village,Hyperlocal IG Story Design 1 |  Electrician,35-44,unknown,not_delivering,ad,2,2,1,7-day click or 1-day view,,,0.09,,2024-04-08,Ongoing,,,45,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.02 | Highbury,Hyperlocal Reel  |  Tradeswomen,55-64,female,not_delivering,ad,5,9,1.8,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.04 | Walworth,Hyperlocal IG Story Design 3 |  Plumber,45-54,male,not_delivering,ad,11,12,1.09090909,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,7.5,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.11 | Finsbury,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,male,not_delivering,ad,7,9,1.28571429,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,10,0,2024-04-01,2025-04-20
LDN|01.10|UPP|PRS|LEADS|ALL - FORM,LDN|ALL|18-55|COLD|Broad|IG|ALL,GEN|IFD-STOR-RL|IMG|greentextonly,18-24,unknown,inactive,ad,17,18,1.05882353,7-day click or 1-day view,,,0.09,,2024-07-01,2024-12-22,,,5,0,2024-04-01,2025-04-20
LDN|02.04|MID|RTG|QUOTE|ALL - WARM,LDN|ALL|18-45|RTG|IGFollowers&Engagers|IG|ALL – NEW DAILY,GEN|IFD-STOR-RL|VID|introvideo,25-34,female,inactive,ad,13,13,1,7-day click or 1-day view,,,0.09,,2025-03-02,Ongoing,,,6.92307692,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.01 | Borough,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,male,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,7.5,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.02 | Highbury,Hyperlocal Grid Posts Design 1 |  Electrician,25-34,unknown,not_delivering,ad,8,13,1.625,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,6.92307692,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-GAS|IFD-STOR-RL|IMG|Christmas,18-24,unknown,not_delivering,ad,3,5,1.66666667,7-day click or 1-day view,,,0.09,,2024-05-09,2024-12-22,,,18,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.02 | Highbury,Hyperlocal IG Story Design 2 |  Heating Engineer,35-44,female,not_delivering,ad,15,15,1,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,6,0,2024-04-01,2025-04-20
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative video 1,45-54,female,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.09,,2024-03-19,Ongoing,,,7.5,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.09 | Dulwich,Hyperlocal IG Story Design 1 |  Electrician,25-34,male,not_delivering,ad,16,17,1.0625,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,5.29411765,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.05 | Peckham,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,male,not_delivering,ad,1,13,13,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,6.92307692,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.08 | Archway,Hyperlocal IG Story Design 1 |  Electrician,45-54,male,not_delivering,ad,7,9,1.28571429,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,10,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|green_cta_tap,35-44,unknown,inactive,ad,8,9,1.125,7-day click or 1-day view,,,0.09,,2024-05-09,2024-10-31,,,9.99735834,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|green_cta_tap,55-64,male,inactive,ad,8,9,1.125,7-day click or 1-day view,,,0.09,,2024-05-09,2024-10-31,,,9.99735834,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|green_cta_tap,45-54,unknown,inactive,ad,5,5,1,7-day click or 1-day view,,,0.09,,2024-05-09,2024-10-31,,,17.99524501,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,SOUTHWARK|ALL|18-55|COLD|Broad|IG|ALL,STW-PLUM|IFD-STOR-RL|IMG|green_cta_tap,25-34,unknown,inactive,ad,0,11,0,7-day click or 1-day view,,,0.09,,2024-05-09,2024-10-31,,,8.17965682,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.01 | Borough,Hyperlocal Grid Posts Design 1 |  Electrician,55-64,female,not_delivering,ad,13,14,1.07692308,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,6.42626149,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (Feed),04.08 | Nunhead,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,unknown,not_delivering,ad,9,16,1.77777778,7-day click or 1-day view,,,0.09,,2024-04-05,Ongoing,,,5.62253289,0,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,ISLINGTON|ALL|18-55|COLD|Broad|IG|ALL,ISL-PLUM|IFD-STOR-RL|IMG|green_cta_tap,18-24,unknown,not_delivering,ad,0,9,0,7-day click or 1-day view,,,0.09,,2024-05-09,2024-12-22,,,9.99545363,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.01 | Angel,Hyperlocal Grid Posts Design 3 |  Plumber,35-44,unknown,not_delivering,ad,6,10,1.66666667,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,,,8.99356223,0,2024-04-01,2025-04-20
03.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective [NEW],TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 1,45-54,unknown,not_delivering,ad,12,12,1,7-day click or 1-day view,,,0.09,,2024-03-19,Ongoing,,,7.49238965,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|Warm|IGEngagers&WebVisit|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3 – Copy,45-54,female,not_delivering,ad,13,16,1.23076923,7-day click or 1-day view,actions:visit_instagram_profile,1,0.09,0.09,2024-05-08,2024-12-30,1,0.08984183,5.61511424,6.25,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.12 | Holloway,Hyperlocal Grid Posts Design 3 |  Plumber,55-64,male,not_delivering,ad,3,5,1.66666667,7-day click or 1-day view,,,0.09,,2024-04-04,Ongoing,1,0.08975936,17.95187166,20,2024-04-01,2025-04-20
LOC|01.10|MID|PRS|QUOTE|ALL- Islington&Southwark&Hackney,HACKNEY|ALL|18-55|COLD|Broad|IG|ALL,HACK-BOIL|IFD-STOR-RL|IMG|green_cta_boiler,18-24,male,inactive,ad,6,8,1.33333333,7-day click or 1-day view,,,0.08,,2024-07-01,2024-12-22,,,10.01295337,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip3,45-54,unknown,not_delivering,ad,7,7,1,7-day click or 1-day view,,,0.08,,2024-05-08,2024-12-30,,,11.43505389,0,2024-04-01,2025-04-20
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 4,55-64,male,not_delivering,ad,6,7,1.16666667,7-day click or 1-day view,,,0.08,,2023-11-23,Ongoing,,,11.43156359,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.04 | Walworth,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,45-54,female,not_delivering,ad,6,6,1,7-day click or 1-day view,,,0.08,,2024-04-05,Ongoing,,,13.33333333,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.11 | Finsbury,Hyperlocal IG Story Design 3 |  Plumber,18-24,male,not_delivering,ad,22,25,1.13636364,7-day click or 1-day view,,,0.08,,2024-04-05,Ongoing,,,3.2,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.03 | Canonbury,Hyperlocal IG Story Design 2 |  Heating Engineer,18-24,female,not_delivering,ad,18,25,1.38888889,7-day click or 1-day view,,,0.08,,2024-04-04,Ongoing,,,3.2,0,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,AWARE|IFD-STOR-RL|IMG|PrideMonth,45-54,male,inactive,ad,4,4,1,7-day click or 1-day view,actions:visit_instagram_profile,1,0.08,0.08,2024-05-08,2024-12-30,1,0.08,20,25,2024-04-01,2025-04-20
01.00 | TH_ABO_Retargeting_Warm Audience_Conversion-based Objective – Completed Quote,TH_ABO_Retargeting_Warm Audience_Conversion-based Objective_Ad Set 1,Attributes creative image 3,55-64,female,not_delivering,ad,8,10,1.25,7-day click or 1-day view,,,0.08,,2023-11-23,Ongoing,,,8,0,2024-04-01,2025-04-20
MH* 08.00 | TH | Southwark (Reel),04.08 | Nunhead,Hyperlocal IG Story Design 1 |  Electrician,18-24,male,not_delivering,ad,25,32,1.28,7-day click or 1-day view,,,0.08,,2024-04-08,Ongoing,,,2.5,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.12 | London Bridge,Hyperlocal IG Story Design 1 |  Electrician,45-54,female,not_delivering,ad,11,11,1,7-day click or 1-day view,,,0.08,,2024-04-05,Ongoing,,,7.27272727,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.04 | Clerkenwell,Hyperlocal IG Story Design 2 |  Heating Engineer,45-54,female,not_delivering,ad,7,7,1,7-day click or 1-day view,,,0.08,,2024-04-05,Ongoing,,,11.42857143,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.06 | Kings Cross,Hyperlocal Grid Posts Design 2 |  Heating Engineer – Copy,18-24,male,not_delivering,ad,21,23,1.0952381,7-day click or 1-day view,,,0.08,,2024-04-04,Ongoing,,,3.47826087,0,2024-04-01,2025-04-20
MH* 04.00 | TH | Islington (Feed),04.03 | Canonbury,Hyperlocal Grid Posts Design 1 |  Electrician,45-54,unknown,not_delivering,ad,3,5,1.66666667,7-day click or 1-day view,,,0.08,,2024-04-04,Ongoing,,,16,0,2024-04-01,2025-04-20
MH* 06.00 | TH | Islington (Reel),04.10 | Tufnell Park,Hyperlocal Reel  |  Tradeswomen,35-44,unknown,not_delivering,ad,4,4,1,7-day click or 1-day view,,,0.08,,2024-04-05,Ongoing,,,20,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.10 | Tufnell Park,Hyperlocal IG Story Design 1 |  Electrician,45-54,male,not_delivering,ad,11,12,1.09090909,7-day click or 1-day view,,,0.08,,2024-04-05,Ongoing,,,6.66666667,0,2024-04-01,2025-04-20
MH* 07.00 | TH | Southwark (IG Story),04.02 | Bermondsey,Hyperlocal IG Story Design 2 |  Heating Engineer – Copy,25-34,female,not_delivering,ad,19,20,1.05263158,7-day click or 1-day view,,,0.08,,2024-04-05,Ongoing,,,4,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.09 | Highgate,Hyperlocal IG Story Design 3 |  Plumber,18-24,female,not_delivering,ad,16,17,1.0625,7-day click or 1-day view,,,0.08,,2024-04-05,Ongoing,,,4.70588235,0,2024-04-01,2025-04-20
MH* 05.00 | TH | Islington (IG Story),04.03 | Canonbury,Hyperlocal IG Story Design 3 |  Plumber,18-24,male,not_delivering,ad,9,14,1.55555556,7-day click or 1-day view,,,0.08,,2024-04-04,Ongoing,1,0.08,5.71428571,7.14285714,2024-04-01,2025-04-20
LDN|01.10|UPP|BAW|FAN|ALL - IGFollower,LDN|ALL|18-55|LAL|Followers&WebsiteVisitors|IG|ALL,UGC|IFD-STOR-RL|VID|Clip4,35-44,female,not_delivering,ad,6,12,2,7-day click or 1-day view,actions:visit_instagram_profile,2,0.08,0.04,2024-05-08,2024-12-30,2,0.04,6.66666667,16.66666667,2024-04-01,2025-04-20
